startor,receptor,relation_type,fig_name,number,reftext,year,figtitle,papertitle,caption,figlink,pmcid,filename
BBB breakdown,Neuronal dysfunction,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
Neuronal dysfunction,Neurodegeneration,activate_relation,PMC3920964__cddis2013410f5.jpg,Figure 5,"P Nigro, et al. Cell Death Dis. 2013 Oct;4(10):e888.",2013.0,CyPA promotes neurodegeneration,Cyclophilin A: a key player for human disease.,"CyPA promotes neurodegeneration. ApoE2 and ApoE3 secreted by astrocytes, but not ApoE4, stimulates the low-density lipoprotein receptor-related protein 1 (LRP1) on pericytes. This event suppresses the pro-inflammatory pathway orchestrated by CyPA that leads to NF-kB and MMP-9 activation. As a consequence, the MMP-9-mediated degradation of tight junction and basement membrane proteins that causes BBB breakdown and neuronal dysfunction is inhibited",/pmc/articles/PMC3920964/figure/fig5/,PMC3920964,cddis2013410f5.jpg
NATIVE HTT MONOMER,HTT MISFOLDED MONOMERS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
HTT MISFOLDED MONOMERS,NATIVE HTT MONOMER,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
ANNULAR AGGREGATES,HTT MISFOLDED MONOMERS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
OLIGOMERS,HTT MISFOLDED MONOMERS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
FIBRILS,HTT MISFOLDED MONOMERS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
FIBRILS,INCLUSIONS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
AMORPHOUS AGGREGATES,INCLUSIONS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
INCLUSIONS,FIBRILS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
INCLUSIONS,AMORPHOUS AGGREGATES,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
AMORPHOUS AGGREGATES,OLIGOMERS,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
OLIGOMERS,AMORPHOUS AGGREGATES,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
HTT MISFOLDED MONOMERS,ANNULAR AGGREGATES,activate_relation,PMC4590289__nihms722894f2.jpg,Figure 2,"James R. Arndt, et al. Biomol Concepts. ;6(1):33-46.",,,The emerging role of the first 17 amino acids of huntingtin in Huntington’s disease.,"A native monomer can sample a variety of distinct, misfolded monomer conformations, with the relative number and stability of these conformers potentially being polyQ length-dependent. Some misfolded monomers likely lead to aggregates, such as annular aggregates, that likely are off-pathway to fibril formation. There appears to be two generic aggregation pathways toward the formation of fibrils structures. (a) One of these pathways proceeds through oligomeric intermediates, some of which may be facilitated by Nt17. The size and stability of oligomeric aggregates can vary widely. A major structural transition must occur within an oligomer to initiate fibril elongation. (b)The other pathway to fibrils is a direct monomer to fibril transition. Oligomerization can also lead to the formation of large amorphous aggregates. All of these higher order aggregates may accumulate together to form the large inclusions that are a hallmark of HD.",/pmc/articles/PMC4590289/figure/F2/,PMC4590289,nihms722894f2.jpg
